Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
2001-10-24,71.52805412784716,71.83653023358517,71.02923349779518,71.2917709350586,16065200,24,2,43,10,2001
2001-10-25,70.52385384485011,72.59132944774981,70.05785223400366,72.57164001464844,27467900,25,3,43,10,2001
2001-10-26,72.16469899728519,73.37236917589783,71.98092429798184,72.40754699707031,18623300,26,4,43,10,2001
2001-10-29,72.30253046052319,72.55850306230462,70.52384185791016,70.52384185791016,18727500,29,0,44,10,2001
2001-10-30,70.45821226134542,70.68793063238682,69.28336115517953,69.67716979980469,26178600,30,1,44,10,2001
2001-10-31,70.16285392047575,70.79294067974806,69.44087982177734,69.44087982177734,28124200,31,2,44,10,2001
2001-11-01,69.9659300929295,71.5477138655417,69.3752223561141,71.21954345703125,29806800,1,3,44,11,2001
2001-11-02,71.17364171676729,71.79059904302605,70.79952743103583,71.70527648925781,17575900,2,4,44,11,2001
2001-11-05,72.27627236054526,72.91291892106834,72.1646905854162,72.6438217163086,15929500,5,0,45,11,2001
2001-11-06,72.42724191998268,73.825251716733,72.0990713584898,73.77274322509766,23245800,6,1,45,11,2001
2001-11-07,73.35920198458945,74.24526598568714,73.27387949145754,73.67424774169922,19716000,7,2,45,11,2001
2001-11-08,74.0811912686817,74.875363071911,73.44453986252287,73.90397644042969,22563500,8,3,45,11,2001
2001-11-09,73.67426890271818,74.14027035902217,73.1426343553473,73.98274993896484,15895800,9,4,45,11,2001
2001-11-12,72.85382364582502,73.9367868907054,72.19748289225902,73.52985382080078,26068800,12,0,46,11,2001
2001-11-13,74.45532945055693,75.18386840820312,74.28467937744108,75.18386840820312,15296200,13,1,46,11,2001
2001-11-14,75.59079569063282,75.74175633175936,74.63253838180668,75.25606536865234,17571300,14,2,46,11,2001
2001-11-15,75.0657198899646,75.59735448281916,74.77692825558222,75.39389038085938,19470200,15,3,46,11,2001
2001-11-16,75.53174000858218,75.54486462816077,74.42908668701581,75.05917358398438,18134900,16,4,46,11,2001
2001-11-19,75.42670739743512,76.03710473484975,75.11822632264172,75.9845962524414,13625400,19,0,47,11,2001
2001-11-20,75.72204498905336,76.00427175232517,75.24291396955165,75.34793090820312,16209700,20,1,47,11,2001
2001-11-21,75.15106796469846,75.26264476774024,74.501291573912,74.84915161132812,11470200,21,2,47,11,2001
2001-11-23,74.84909300039716,75.97143498107721,74.82283877186006,75.92549133300781,6717100,23,4,47,11,2001
2001-11-26,75.97145804882693,76.35869677049449,75.52514604314356,76.089599609375,13726000,26,0,48,11,2001
2001-11-27,75.88613520400877,76.7262507386848,74.88192943999888,75.76142883300781,19261400,27,1,48,11,2001
2001-11-28,75.30856498656325,75.59079181704499,74.33061829802702,74.38968658447266,20195500,28,2,48,11,2001
2001-11-29,74.59971839379214,75.42670442545827,74.16653094221857,75.39389038085938,16354700,29,3,48,11,2001
2001-11-30,75.08544660562163,75.4201820746594,74.8360337038933,74.85572814941406,13680300,30,4,48,11,2001
2001-12-03,74.59312977863391,74.87535651104204,74.173072084931,74.40935516357422,15220400,3,0,49,12,2001
2001-12-04,74.7703591386936,75.67611284620348,74.39624500091291,75.66954803466797,17239900,4,1,49,12,2001
2001-12-05,75.8795847188269,77.44823933527309,75.84676566526731,77.05443572998047,25204000,5,2,49,12,2001
2001-12-06,77.01504516601562,77.40885374454221,76.74594797867213,77.01504516601562,17972900,6,3,49,12,2001
2001-12-07,76.72627135854951,76.85097275557987,75.93865907751055,76.50311279296875,18857800,7,4,49,12,2001
2001-12-10,76.0371183983968,76.391543207115,75.052606710008,75.07229614257812,13862700,10,0,50,12,2001
2001-12-11,75.41357375099753,75.95177311253099,74.75723282193312,74.92131805419922,20833300,11,1,50,12,2001
2001-12-12,75.18386006861502,75.33481568742774,74.23872747002196,75.00664520263672,16171500,12,2,50,12,2001
2001-12-13,74.46188173241131,74.6259669764294,73.53644356004116,73.54956817626953,19026700,13,3,50,12,2001
2001-12-14,73.72679173400952,74.48814475210055,73.51019798458003,74.25186157226562,16721900,14,4,50,12,2001
2001-12-17,74.15998039282094,75.05916951349984,74.10091209669227,75.01979064941406,13925900,17,0,51,12,2001
2001-12-18,75.23636399458103,75.57766410501475,75.04602451135534,75.4660873413086,13663700,18,1,51,12,2001
2001-12-19,74.88195123203866,76.08305660732272,74.82288293857471,75.99773406982422,20143400,19,2,51,12,2001
2001-12-20,75.80738530704403,76.00428960953661,75.18386336162489,75.24949645996094,14867900,20,3,51,12,2001
2001-12-21,75.75859119008706,75.7849357353259,75.21195318197458,75.70590209960938,14037700,21,4,51,12,2001
2001-12-24,75.62690166092108,75.76520680641488,75.4820091204866,75.56104278564453,5728800,24,0,52,12,2001
2001-12-26,75.50834005679381,76.53575239499145,75.50834005679381,75.97594451904297,10304800,26,2,52,12,2001
2001-12-27,75.93638147622707,76.45008731567175,75.90344955330636,76.4369125366211,9407300,27,3,52,12,2001
2001-12-28,76.58840165353242,76.89135628733142,76.34471845854543,76.39740753173828,10593800,28,4,52,12,2001
2001-12-31,76.49623084595264,76.65429310809871,75.23172269936667,75.27782440185547,14619500,31,0,1,12,2001
2002-01-02,75.811272834827,76.23277546783451,74.95509278513236,76.08788299560547,18651900,2,2,1,1,2002
2002-01-03,76.16690910586468,77.02308404634687,76.09446287690062,76.95063781738281,15743000,3,3,1,1,2002
2002-01-04,77.1679679358232,77.70143601938845,76.75964017213657,77.46434020996094,20140700,4,4,1,1,2002
2002-01-07,77.5170312942956,77.70802543726225,76.76622950454096,76.91770935058594,13106500,7,0,2,1,2002
2002-01-08,76.9177078048398,77.09552716212099,76.37765731736556,76.73988342285156,12683700,8,1,2,1,2002
2002-01-09,76.84527202086197,77.56972935498335,75.96274743133732,76.11422729492188,16610300,9,2,2,1,2002
2002-01-10,76.1932507847953,76.62792311755007,75.93639780982497,76.45010375976562,12823400,10,3,2,1,2002
2002-01-11,76.53575129595359,76.58185300214124,75.54126589138107,75.69933319091797,13708400,11,4,2,1,2002
2002-01-14,75.50829512257258,75.63342538115265,75.05386069354871,75.22509765625,12301100,14,0,3,1,2002
2002-01-15,75.44246547343221,75.99568584035345,75.01437541348136,75.8376235961914,20219900,15,1,3,1,2002
2002-01-16,75.27782108368085,75.34367993794632,74.2174769484687,74.30309295654297,17067000,16,2,3,1,2002
2002-01-17,74.92219153650761,75.23831610718335,74.68509559614607,74.8629150390625,17283400,17,3,3,1,2002
2002-01-18,74.4216559636006,74.98146387519905,74.20431717830759,74.52044677734375,17028000,18,4,3,1,2002
2002-01-22,74.91559341744248,75.03414137065184,73.77621558800206,74.00672912597656,11689300,22,1,4,1,2002
2002-01-23,74.17793417884998,74.78384851088946,73.7761887626452,74.5730972290039,12438900,23,2,4,1,2002
2002-01-24,74.8431642208478,75.24490987467185,74.63241281430976,74.80364990234375,12142800,24,3,4,1,2002
2002-01-25,74.50066930665382,75.19878215726581,74.44798021706208,74.78386688232422,12810700,25,4,4,1,2002
2002-01-28,75.01435876015456,75.20535289910723,74.36893011732467,74.9880142211914,10589200,28,0,5,1,2002
2002-01-29,74.98146933118585,75.16587618374625,72.47879700760787,72.6302719116211,27720800,29,1,5,1,2002
2002-01-30,72.70270103377752,74.67849688763441,71.39209119097087,73.67742919921875,34711800,30,2,5,1,2002
2002-01-31,73.86183587904021,74.61922529330172,73.5127794160897,74.54019165039062,19909200,31,3,5,1,2002
2002-02-01,74.48091155234282,74.61922167691128,73.87500206018224,74.19113159179688,15838500,1,4,5,2,2002
2002-02-04,73.91452916999944,73.91452916999944,72.07703832185958,72.34706115722656,24243400,4,0,6,2,2002
2002-02-05,72.05063443967809,72.7685039697198,71.47765227348799,71.89915466308594,33614000,5,1,6,2,2002
2002-02-06,72.21532458813766,72.27459603968416,71.16815038844716,71.58965301513672,29486000,6,2,6,2,2002
2002-02-07,71.60282951966167,72.35363140554291,71.12863779706136,71.14180755615234,23445400,7,3,6,2,2002
2002-02-08,71.54352077672031,72.93975077194865,71.32618718913312,72.50507354736328,19277800,8,4,6,2,2002
2002-02-11,72.47880460300193,73.52597435036908,72.32732465840452,73.39425659179688,18792400,11,0,7,2,2002
2002-02-12,73.07809554402925,73.57204446355202,72.46559868283269,73.16371154785156,13942500,12,1,7,2,2002
2002-02-13,73.42059880412724,74.11871194674785,73.33497774154982,73.94088745117188,16781100,13,2,7,2,2002
2002-02-14,74.0989236293039,74.40187835672998,73.49300914974361,73.80255126953125,20453800,14,3,7,2,2002
2002-02-15,73.86183331595404,73.92110477754908,72.91344973276549,73.03199768066406,18366800,15,4,7,2,2002
2002-02-19,72.54464795990789,72.63685137612175,71.5304053568461,71.62919616699219,15988100,19,1,8,2,2002
2002-02-20,71.82016674727431,72.83440399169922,71.01008840043787,72.83440399169922,29242800,20,2,8,2,2002
2002-02-21,72.3997546014159,72.86077167713485,71.29989598883695,71.32624053955078,26288600,21,3,8,2,2002
2002-02-22,71.35917017239672,72.40634474806953,71.04304560123057,72.2087631225586,26572900,22,4,8,2,2002
2002-02-25,72.27459975269501,73.6378984800865,72.24825520908504,73.40080261230469,17458700,25,0,9,2,2002
2002-02-26,73.4995789324814,73.78936383046347,72.82122339830238,73.24931335449219,22346500,26,1,9,2,2002
2002-02-27,73.73672629047584,74.32946625758386,72.87396340900834,73.53256225585938,28597900,27,2,9,2,2002
2002-02-28,73.65108671465903,74.25699625421788,73.12420579565466,73.20323944091797,23755400,28,3,9,2,2002
2002-03-01,73.5786447290228,74.98145809700182,73.44033961032422,74.90901184082031,26273600,1,4,9,3,2002
2002-03-04,75.014404201075,76.39087327894127,74.84975450134687,76.2328109741211,27184600,4,0,10,3,2002
2002-03-05,75.95614780483496,76.66084782808001,75.71905200031263,75.98907470703125,22718900,5,1,10,3,2002
2002-03-06,75.80469922487458,77.1548283891553,75.78494207047093,76.89138793945312,20143200,6,2,10,3,2002
2002-03-07,77.2931254962799,77.38532889042801,76.11423350000541,76.72673034667969,19330800,7,3,10,3,2002
2002-03-08,77.30628383931987,77.64875784532735,76.71354925725078,77.04943084716797,19930100,8,4,10,3,2002
2002-03-11,76.98357235816907,77.64875819906565,76.68061767437148,77.21408081054688,15621800,11,0,11,3,2002
2002-03-12,76.46329138390861,77.22068072861923,76.35791822774556,77.1679916381836,17153600,12,1,11,3,2002
2002-03-13,76.81233777542688,76.89137140075064,76.16032669680546,76.42376708984375,17175300,13,2,11,3,2002
2002-03-14,76.42376806101558,76.68062106569737,76.1537402729253,76.31838989257812,11168100,14,3,11,3,2002
2002-03-15,76.59645557611239,77.24372813297278,76.55022182205094,77.04558563232422,21220100,15,4,11,3,2002
2002-03-18,77.34280855419735,77.64663111260103,76.68232341703238,77.05879974365234,17548900,18,0,12,3,2002
2002-03-19,77.4748906342722,77.76550060062671,77.15785562476665,77.57395935058594,17912000,19,1,12,3,2002
2002-03-20,76.94648539726313,76.99932539490264,76.08125185208901,76.11427307128906,17114500,20,2,12,3,2002
2002-03-21,76.15391460987173,76.55020456091155,75.37454218921673,76.14730834960938,25846800,21,3,12,3,2002
2002-03-22,76.28600782052725,76.57662279616507,75.75761787193122,75.98218536376953,15235400,22,4,12,3,2002
2002-03-25,76.01521175897167,76.19354552037599,74.83294811293725,75.0376968383789,17499600,25,0,13,3,2002
2002-03-26,74.97827654940897,75.96900433438009,74.94525531337119,75.47364044189453,19947600,26,1,13,3,2002
2002-03-27,75.3151208615106,75.9623985258294,75.13679208818397,75.67178344726562,19020300,27,2,13,3,2002
2002-03-28,75.93596181519894,76.46434679562783,75.62553305665786,75.63874053955078,17532900,28,3,13,3,2002
2002-04-01,75.44722091499493,76.021839770571,74.96506453820521,75.67178344726562,17711000,1,0,14,4,2002
2002-04-02,75.28206575076108,75.92273182523061,75.14335949724446,75.25564575195312,15669500,2,1,14,4,2002
2002-04-03,75.30188810614433,75.43398307619888,74.07999199628948,74.72726440429688,25658500,3,2,14,4,2002
2002-04-04,74.3706211030552,74.89901119763626,74.12624484157011,74.41685485839844,23549000,4,3,14,4,2002
2002-04-05,74.76028853637051,75.05089847003077,74.09319736667088,74.43004608154297,19404900,5,4,14,4,2002
2002-04-08,73.5252184934453,74.65464767646827,73.46577723917689,74.5886001586914,16470100,8,0,15,4,2002
2002-04-09,74.753715826937,74.753715826937,73.92810931932333,74.06681060791016,15122700,9,1,15,4,2002
2002-04-10,74.04039294501169,74.99149328448323,74.03378668179248,74.90563201904297,17199300,10,2,15,4,2002
2002-04-11,74.56217058292991,74.66785062910401,72.98361142669339,73.04305267333984,25453700,11,3,15,4,2002
2002-04-12,73.3270449126245,73.74315370143745,72.67977241307227,73.59123992919922,14950600,12,4,15,4,2002
2002-04-15,73.72335764643043,73.88187267876948,72.78546486059443,73.02984619140625,17394900,15,0,16,4,2002
2002-04-16,73.77617914878583,74.84616675951729,73.75636540325209,74.76690673828125,15040900,16,1,16,4,2002
2002-04-17,74.89242255710796,75.07735762199421,74.37063860169172,74.60841369628906,12920100,17,2,16,4,2002
2002-04-18,74.56875299707936,74.93862296219334,73.41290431699782,74.28474426269531,25204800,18,3,16,4,2002
2002-04-19,74.76689698213663,74.79331698576783,74.34418700223837,74.5555419921875,10499200,19,4,16,4,2002
2002-04-22,74.22534125298891,74.25836753587842,73.2081932170518,73.31387329101562,13922900,22,0,17,4,2002
2002-04-23,73.3732718804089,73.63086565110693,72.76562692582463,72.99679565429688,16967000,23,1,17,4,2002
2002-04-24,73.02321794305975,73.84882416994529,72.25705798484223,72.26366424560547,18902700,24,2,17,4,2002
2002-04-25,72.13154098181516,72.48159710295472,71.8079048561143,72.30326843261719,25451500,25,3,17,4,2002
2002-04-26,72.5146464640955,72.65995396576163,70.86343401625409,70.92948150634766,19769800,26,4,17,4,2002
2002-04-29,71.286148396162,71.50410966210337,70.42751585469033,70.57942962646484,17724400,29,0,18,4,2002
2002-04-30,70.68512661883626,71.755114498269,70.43414404721234,71.23993682861328,19473500,30,1,18,4,2002
2002-05-01,71.3125917285068,72.15801202422763,70.53982521186533,72.11177825927734,24575600,1,2,18,5,2002
2002-05-02,72.05893602870138,72.59393248003505,71.18709574549729,71.8343734741211,15666800,2,3,18,5,2002
2002-05-03,71.72870070583589,71.83438076985556,70.804020302075,71.05500793457031,18185500,3,4,18,5,2002
2002-05-06,71.09464424373789,71.32581311353151,69.55571213480646,69.66139221191406,23630400,6,0,19,5,2002
2002-05-07,70.0775004808549,70.22280807624918,69.28492001029082,69.4170150756836,21910000,7,1,19,5,2002
2002-05-08,70.70493851935687,72.23065762915705,70.533210966503,71.9994888305664,27917400,8,2,19,5,2002
2002-05-09,71.76171211426453,72.05892841429709,71.05499320967218,71.16727447509766,18085600,9,3,19,5,2002
2002-05-10,71.31259171959854,71.36543174785011,69.7472398965875,69.82649993896484,18958900,10,4,19,5,2002
2002-05-13,70.15672721682598,71.29936360308481,69.87271842595158,71.24652862548828,14677700,13,0,20,5,2002
2002-05-14,72.40239303463878,72.8977569592458,71.9928903762201,72.7986831665039,34201200,14,1,20,5,2002
2002-05-15,72.32310718364576,73.25439344834045,72.18440593894454,72.5146484375,29535300,15,2,20,5,2002
2002-05-16,72.45519083258392,72.97037328258016,72.21081464690734,72.89111328125,28092000,16,3,20,5,2002
2002-05-17,73.0892800994877,73.47896387113684,72.71940503453632,73.24779510498047,27823700,17,4,20,5,2002
2002-05-20,73.07611924636736,73.10914553878506,72.31655987270295,72.45526123046875,13833800,20,0,21,5,2002
2002-05-21,72.7260098576818,72.97039114227118,71.54374100375118,71.79472351074219,16877200,21,1,21,5,2002
2002-05-22,71.4777121588288,72.07214987166975,71.33240460245631,71.95326232910156,15844200,22,2,21,5,2002
2002-05-23,72.16462379437306,72.89115660150551,71.64944607729919,72.71942901611328,13879800,23,3,21,5,2002
2002-05-24,72.64015043200065,72.78545291498811,71.7352840693311,71.78812408447266,11877000,24,4,21,5,2002
2002-05-28,72.02590136141113,72.07873633910044,70.96912118200319,71.3984375,24236900,28,1,22,5,2002
2002-05-29,71.08138823500555,71.34557816923727,70.75774699910168,70.87003326416016,14773300,29,2,22,5,2002
2002-05-30,70.37469683629439,71.0087619944161,69.94538046823537,70.67191314697266,18217900,30,3,22,5,2002
2002-05-31,70.93611777270681,71.7022780522549,70.57284886488058,70.81723022460938,19826300,31,4,22,5,2002
2002-06-03,70.73131358633043,71.06816223943522,68.77627921693426,68.93479919433594,26056300,3,0,23,6,2002
2002-06-04,68.78952210743894,69.48302841815581,68.3932320671577,69.10655212402344,25856200,4,1,23,6,2002
2002-06-05,69.31791496461301,69.79346508221549,68.92162487964488,69.75383758544922,19695900,5,2,23,6,2002
2002-06-06,69.70761953966102,69.74724704536011,68.12906006734322,68.33380889892578,22998500,6,3,23,6,2002
2002-06-07,67.224161627354,68.63759910600946,67.18453414037693,68.2545166015625,24011600,7,4,23,6,2002
2002-06-10,68.18846480051913,68.99425724546163,68.04315730531962,68.51870727539062,18759900,10,0,24,6,2002
2002-06-11,68.77630708765969,69.04710837946875,67.19114698406908,67.34305572509766,19990700,11,1,24,6,2002
2002-06-12,67.17795474884734,67.90448752225672,66.56370325951613,67.75257873535156,31266000,12,2,24,6,2002
2002-06-13,67.4553508359864,68.02997476702737,66.93356692968297,67.07227325439453,21043900,13,3,24,6,2002
2002-06-14,66.2532589265667,67.07886530353659,65.05778250522677,66.97319030761719,39267500,14,4,24,6,2002
2002-06-17,67.3166589653601,68.91503214395505,67.27042519702398,68.76972961425781,17647200,17,0,25,6,2002
2002-06-18,68.51870182312452,69.37072794518639,68.44604808130606,69.33110046386719,21628500,18,1,25,6,2002
2002-06-19,68.36020637319395,68.97445770448815,67.52799375422408,67.71292877197266,21540700,19,2,25,6,2002
2002-06-20,67.541190330091,68.06297402930798,66.68255790573899,66.8476791381836,25691000,20,3,25,6,2002
2002-06-21,66.59121262022346,66.89609862069177,65.40480543292352,65.80248260498047,31190700,21,4,25,6,2002
2002-06-24,65.35839540320355,66.73701401462245,64.45699131548646,66.14712524414062,37169700,24,0,26,6,2002
2002-06-25,66.47856659071155,66.86961454328737,64.64924475400909,64.6624984741211,33355000,25,1,26,6,2002
2002-06-26,63.09827288471607,65.05352708448335,63.091648555515455,64.76852416992188,37913600,26,2,26,6,2002
2002-06-27,65.28546208632902,65.9416292741531,64.00626450510916,65.90186309814453,31616400,27,3,26,6,2002
2002-06-28,65.77595247160825,66.61107784858166,65.53734522104442,65.59037017822266,28184200,28,4,26,6,2002
2002-07-01,65.73618661205553,66.14712244714221,64.21838133819301,64.31117248535156,20270200,1,0,27,7,2002
2002-07-02,64.19851721234335,64.42386576295932,62.813268866048354,62.945831298828125,34213900,2,1,27,7,2002
2002-07-03,62.713878997003164,63.52248741215363,62.11736044751362,63.303768157958984,30565800,3,2,27,7,2002
2002-07-05,64.14550416911882,65.96819624072496,64.06597175139915,65.82238006591797,19013500,5,4,27,7,2002
2002-07-08,65.60365125538988,66.08086086206157,64.66247564399914,65.00050354003906,19118600,8,0,28,7,2002
2002-07-09,64.77514881588289,65.17945030734839,62.972340284229155,63.36338806152344,28620400,9,1,28,7,2002
2002-07-10,63.62849653310616,63.67489210955868,61.00382165792416,61.056846618652344,50522500,10,2,28,7,2002
2002-07-11,60.81823874566614,61.87208328175281,59.863809689030276,61.5539436340332,59476500,11,3,28,7,2002
2002-07-12,61.85881762911725,62.22998216538832,60.65915215569102,60.87787628173828,39018600,12,4,28,7,2002
2002-07-15,60.7387038277673,61.24243085710409,58.25321560350771,61.202659606933594,77317200,15,0,29,7,2002
2002-07-16,60.39405790186925,61.22917839032579,59.565561741840675,60.02288818359375,53282400,16,1,29,7,2002
2002-07-17,61.28220827196029,61.83896036564582,59.48602905980448,60.14219665527344,48880600,17,2,29,7,2002
2002-07-18,60.1156603634006,60.38078006222816,58.16041206593048,58.19355392456055,32656700,18,3,29,7,2002
2002-07-19,57.50425088331064,58.02786095391896,55.87377138765423,56.14551544189453,77572600,19,4,29,7,2002
2002-07-22,55.74121819564436,56.94088402144041,53.98480540191213,54.481903076171875,78134000,22,0,30,7,2002
2002-07-23,54.713868383371526,55.1711946575565,52.85803564220419,52.99059295654297,74484100,23,1,30,7,2002
2002-07-24,51.78430131517286,56.417253617457575,51.486044840350544,56.15213394165039,107022800,24,2,30,7,2002
2002-07-25,55.85388730848665,56.90110752605376,54.08422096479626,55.67493438720703,87176600,25,3,30,7,2002
2002-07-26,56.10577643860091,56.95415593131666,55.5423999057888,56.73543167114258,41206800,26,4,30,7,2002
2002-07-29,57.994735913049546,59.87707691430663,57.86217853937273,59.49928283691406,53492900,29,0,31,7,2002
2002-07-30,59.20103572585199,60.57965488316085,58.803358484212254,60.2747688293457,47532200,30,1,31,7,2002
2002-07-31,59.9765342419891,60.67910291206219,59.154666896513746,60.42061233520508,44669900,31,2,31,7,2002
2002-08-01,60.23496601718154,60.5464812946099,58.544837361238564,58.84309387207031,66571900,1,3,31,8,2002
2002-08-02,58.657529194367065,58.929278367022185,56.748675827451116,57.524147033691406,51772900,2,4,31,8,2002
2002-08-05,57.325311562344616,57.61694386278165,55.37669180569125,55.52250289916992,47191300,5,0,32,8,2002
2002-08-06,56.490183336084954,58.25984988694825,56.41064588579455,57.39158248901367,64730000,6,1,32,8,2002
2002-08-07,58.239958397392705,58.65751857359244,56.84808102991671,58.392398834228516,43289400,7,2,32,8,2002
2002-08-08,58.604500541185374,60.38079643111464,58.19356970050245,60.281375885009766,48339800,8,3,32,8,2002
2002-08-09,59.71801802795659,60.93756732818668,59.22092020021543,60.50674819946289,41879200,9,4,32,8,2002
2002-08-12,59.64509112272205,60.49347033864014,59.353463927712085,60.06265640258789,25841700,12,0,33,8,2002
2002-08-13,59.751136581579146,60.75196123330677,58.75694131418761,58.96903610229492,49690500,13,1,33,8,2002
2002-08-14,59.0021445478072,61.394840412351755,58.33934802148984,61.12309646606445,57423600,14,2,33,8,2002
2002-08-15,61.5340899620392,62.29630775761481,61.1099001562259,61.97153854370117,45551500,15,3,33,8,2002
2002-08-16,61.52081085015473,62.355936397975086,60.97731756973751,61.78593063354492,36517300,16,4,33,8,2002
2002-08-19,61.944988474120485,63.46279375667622,61.706381220992355,63.23081588745117,33669900,19,0,34,8,2002
2002-08-20,62.84641957560418,63.230843099611754,62.05106509404548,62.56141662597656,30508300,20,1,34,8,2002
2002-08-21,63.005475197089524,63.48268980068683,62.01790917709692,63.462806701660156,39628900,21,2,34,8,2002
2002-08-22,63.290470861625515,64.39071607847862,63.01209739353211,64.0792007446289,38399800,22,3,34,8,2002
2002-08-23,63.6351149620058,63.727906098935975,62.40231264937616,62.70056915283203,33716400,23,4,34,8,2002
2002-08-26,62.90604931293027,63.38988816513689,61.971503359103956,63.13802719116211,33830100,26,0,35,8,2002
2002-08-27,63.42966120955526,63.7942015266891,61.97151005449798,62.408958435058594,35335700,27,1,35,8,2002
2002-08-28,61.82568718877401,61.964873915579766,60.84475071697958,61.04358673095703,38970600,28,2,35,8,2002
2002-08-29,60.49347515645487,61.67325797033629,60.188589167498804,61.07011032104492,42965700,29,3,35,8,2002
2002-08-30,60.765222325884714,61.8986044615649,60.579639995842,60.83150100708008,30366700,30,4,35,8,2002
2002-09-03,60.13554308059735,60.31449595351704,58.425526487199384,58.511688232421875,76586400,3,1,36,9,2002
2002-09-04,58.730408334303526,59.817394376043936,58.36586817413705,59.34680938720703,51099500,4,2,36,9,2002
2002-09-05,58.65088221032222,59.273912765178935,57.994714852449675,58.84309387207031,67250900,5,3,36,9,2002
2002-09-06,59.486037943098275,60.02953134654833,59.214288713003036,59.651737213134766,38622200,6,4,36,9,2002
2002-09-09,59.055205709386016,60.546498808394446,58.8563696635618,60.08917236328125,33998400,9,0,37,9,2002
2002-09-10,60.40730825947482,60.83149786530402,60.02288484896117,60.778472900390625,41416600,10,1,37,9,2002
2002-09-11,61.28884651338093,61.85885240408541,60.38081269755162,60.40069580078125,27711200,11,2,37,9,2002
2002-09-12,60.14884308480015,60.208492402772485,58.982318651510454,59.28720474243164,43601700,12,3,37,9,2002
2002-09-13,58.7834491877852,59.58543270048559,58.491816980716614,59.432987213134766,41131000,13,4,37,9,2002
2002-09-16,59.19436170763563,59.57878494262695,58.630985618692705,59.57878494262695,28167600,16,0,38,9,2002
2002-09-17,60.24159243675587,60.44043347201982,58.160411176406924,58.213436126708984,47609700,17,1,38,9,2002
2002-09-18,57.66995542322754,58.65752131536206,57.186111497017166,57.630184173583984,54719400,18,2,38,9,2002
2002-09-19,56.99389395493524,57.53076278775332,56.138885498046875,56.138885498046875,48510500,19,3,38,9,2002
2002-09-20,56.53702314878563,56.723437395230214,55.95780818010529,56.157535552978516,46325600,20,4,38,9,2002
2002-09-23,55.691510604058514,55.96447292309083,55.0523737455104,55.69816970825195,46893800,23,0,39,9,2002
2002-09-24,54.88590763156312,55.69148618588017,54.49310192690918,54.799354553222656,69507000,24,1,39,9,2002
2002-09-25,55.50508569042248,56.437156922645386,54.619612940403464,56.157535552978516,59294400,25,2,39,9,2002
2002-09-26,56.603597969674205,57.23608067145145,56.224110380370725,57.076297760009766,53638000,26,3,39,9,2002
2002-09-27,56.590297964044204,57.00973010860247,55.09231948852539,55.09231948852539,64648300,27,4,39,9,2002
2002-09-30,54.592992934298316,55.12560953127431,53.86064892301256,54.453182220458984,73096400,30,0,40,9,2002
2002-10-01,54.87925616544298,57.102918836074224,54.24011949820634,57.06963348388672,67198100,1,1,40,10,2002
2002-10-02,56.38389930958863,56.9431420486453,54.99244140604709,55.35861587524414,56749100,2,2,40,10,2002
2002-10-03,55.351943132604056,56.323963662922296,54.559677701428456,54.799354553222656,55547000,3,3,40,10,2002
2002-10-04,55.125584108275774,55.205473005392925,52.98181065926196,53.79404830932617,68483700,4,4,40,10,2002
2002-10-07,53.30136560976736,54.06034045507749,52.29605994236838,52.68220138549805,53188000,7,0,41,10,2002
2002-10-08,53.13495598289536,54.13360823715497,52.063068823637416,53.507789611816406,79531000,8,1,41,10,2002
2002-10-09,52.65561882710662,53.06173794596143,51.78346387321005,51.99650955200195,79956400,9,2,41,10,2002
2002-10-10,51.8899613428113,53.97381342640681,51.310741334161435,53.68087387084961,76749000,10,3,41,10,2002
2002-10-11,54.65956202996554,56.410535449003,54.47314776772756,56.03104782104492,82308300,11,4,41,10,2002
2002-10-14,55.391903597771154,56.490421972892214,55.28538334362163,56.34395217895508,40631900,14,0,42,10,2002
2002-10-15,57.91517168245464,59.06695285142236,57.821964545013095,59.05363464355469,82320300,15,1,42,10,2002
2002-10-16,58.19479149660337,58.45444064674099,57.20279338001865,57.622230529785156,62977800,16,2,42,10,2002
2002-10-17,59.166806494211656,59.45308694951147,58.487720260985604,58.76734161376953,68534100,17,3,42,10,2002
2002-10-18,58.35453283667056,59.32655295113928,57.875179338159114,59.013641357421875,47448700,18,4,42,10,2002
2002-10-21,58.66748142416516,60.25200752836888,58.30130697095922,60.03230285644531,45859100,21,0,43,10,2002
2002-10-22,59.28665303467649,59.925789819451865,58.93379166486858,59.59955978393555,40966800,22,1,43,10,2002
2002-10-23,59.100228088200396,60.09888017206555,58.37454334537383,60.052276611328125,54905800,23,2,43,10,2002
2002-10-24,60.41846371746304,60.51832996262975,58.65417698421195,58.82727813720703,54987400,24,3,43,10,2002
2002-10-25,58.727399602301034,60.17877416736134,58.54764446214446,60.052276611328125,43672100,25,4,43,10,2002
2002-10-28,60.68475291199147,60.777960023636254,59.15348451313004,59.65946960449219,39416100,28,0,44,10,2002
2002-10-29,59.30659928864906,59.57956145661433,57.92180098848768,58.96705627441406,59508200,29,1,44,10,2002
2002-10-30,59.040316251035634,59.89249861989627,58.74072263302942,59.539642333984375,41688600,30,2,44,10,2002
2002-10-31,59.69278790413642,60.118879207556766,58.71410769554598,58.933807373046875,41620600,31,3,44,10,2002
2002-11-01,58.82060730686114,60.46505523396556,58.62087993575253,60.098880767822266,51878900,1,4,44,11,2002
